loop,section_order,section_type,section_header,education_text,audio_segment_id,audio_transcript,target_audio_length,estimated_audio_length,audio_word_count,default_state,integrated_visual_tool,linked_practice_exercise,safety_scope_note,sync_source
Confidence and Communication,35,Communicating With Others,FAQ: Will asking for quieter options make me seem needy?,"A clear, polite request often feels better to others than silent frustration. You are not asking people to understand everything about tinnitus. You are asking for one reasonable adjustment that may help you stay present.",CC-V5-035,"A clear, polite request often feels better to others than silent frustration. You are not asking people to understand everything about tinnitus. You are asking for one reasonable adjustment that may help you stay present.",15-30 sec,<20 sec,35,Collapsed,,,,Current Education Text -> Audio Transcript
Confidence and Communication,36,Communicating With Others,FAQ: What if someone dismisses my tinnitus?,"That can happen, and it can hurt. DEAR MAN helps you stay clear about what you need, but communicating and getting what we want are different.  There will be times where communicating well will not create the outcome we are hoping for.",CC-V5-036,"That can happen, and it can hurt. DEAR MAN helps you stay clear about what you need, but communicating and getting what we want are different.  There will be times where communicating well will not create the outcome we are hoping for.",15-30 sec,<20 sec,42,Collapsed,,,,Edited Education Text -> Audio Transcript
Confidence and Communication,37,Communicating With Others,FAQ: Is DEAR MAN too structured for real life?,"It may feel structured at first, but the point is not to recite the letters. The steps help you organize your message. Even using part of the skill can make a conversation clearer.",CC-V5-037,"It may feel structured at first, but the point is not to recite the letters. The steps help you organize your message. Even using part of the skill can make a conversation clearer.",15-30 sec,<20 sec,33,Collapsed,,,,Current Education Text -> Audio Transcript
Confidence and Communication,38,Communicating With Others,FAQ: What if I feel guilty inconveniencing others?,"Guilt is common, especially when tinnitus is new or invisible. Remember that basic comfort and communication needs are valid. A small request can prevent resentment, withdrawal, or a bigger conflict later.",CC-V5-038,"Guilt is common, especially when tinnitus is new or invisible. Remember that basic comfort and communication needs are valid. A small request can prevent resentment, withdrawal, or a bigger conflict later.",15-30 sec,<20 sec,31,Collapsed,,,,Current Education Text -> Audio Transcript
Confidence and Communication,39,Communicating With Others,Exercise: express your needs with DEAR MAN,"Use this exercise when you want to explain a tinnitus-related need or ask for an accommodation. Describe the situation, express how it affects you, assert a clear request, and reinforce why it matters. Then use the MAN skills to stay focused, appear confident, and remain open to a workable compromise.",CC-V5-039,"Use this exercise when you want to explain a tinnitus-related need or ask for an accommodation. Describe the situation, express how it affects you, assert a clear request, and reinforce why it matters. Then use the MAN skills to stay focused, appear confident, and remain open to a workable compromise.",20-45 sec,20-45 sec,50,Expanded,,DEAR MAN Builder (I-025),,Current Education Text -> Audio Transcript
Confidence and Communication,40,Communicating With Others,Using FAST as a self-respect check,REMOVE,CC-V5-040,REMOVE,20-45 sec,<20 sec,1,Collapsed,,FAST Self-Respect Reflection (future/v2),,Edited Education Text -> Audio Transcript
Confidence and Communication,41,Communicating With Others,Main points for communicating with others,"Tinnitus can affect relationships, but skillful communication can reduce misunderstanding. DEAR MAN helps you make requests clearly. Small, respectful requests can prevent withdrawal and resentment. Communication is one way to stay engaged with life while still respecting what your ears and nervous system need.",CC-V5-041,"Tinnitus can affect relationships, but skillful communication can reduce misunderstanding. DEAR MAN helps you make requests clearly. Small, respectful requests can prevent withdrawal and resentment. Communication is one way to stay engaged with life while still respecting what your ears and nervous system need.",15-30 sec,<20 sec,44,Expanded,,,,Edited Education Text -> Audio Transcript
Confidence and Communication,42,Communicating With Others,Your communication plan,COMBINE WITH VALIDATION/SELF-COMPASSION REFLECTION,CC-V5-042,COMBINE WITH VALIDATION/SELF-COMPASSION REFLECTION,20-45 sec,<20 sec,5,Expanded,,Interpersonal Effectiveness Plan (future optional),,Edited Education Text -> Audio Transcript
Confidence and Communication,43,Loop Wrap-Up,Confidence inside and outside,"Supporting yourself and communicating with others are two sides of the same skill set. Internally, you practice validation and self-compassion so tinnitus does not become a reason to attack yourself. Externally, you practice clear requests so tinnitus does not push you into silence or isolation. Both help you stay engaged with life while continuing to use the tools that support you.",CC-V5-043,"Supporting yourself and communicating with others are two sides of the same skill set. Internally, you practice validation and self-compassion so tinnitus does not become a reason to attack yourself. Externally, you practice clear requests so tinnitus does not push you into silence or isolation. Both help you stay engaged with life while continuing to use the tools that support you.",20-45 sec,20-45 sec,61,Expanded,Internal/external confidence wrap-up visual,,,Current Education Text -> Audio Transcript
Confidence and Communication,44,Safety / Scope,When extra support may help,"These tools can help with self-talk and communication, but they are not a replacement for mental health care, relationship support, hearing healthcare, or crisis help when those are needed. If tinnitus distress feels unsafe, if you are in a mental health crisis, or if communication problems involve safety, coercion, or abuse, seek direct support from appropriate professionals or emergency resources.",CC-V5-044,"These tools can help with self-talk and communication, but they are not a replacement for mental health care, relationship support, hearing healthcare, or crisis help when those are needed. If tinnitus distress feels unsafe, if you are in a mental health crisis, or if communication problems involve safety, coercion, or abuse, seek direct support from appropriate professionals or emergency resources.",20-45 sec,20-45 sec,60,Collapsed,,,Collapsed bottom card,Current Education Text -> Audio Transcript
Sleep,1,Expanded,Sleep and tinnitus can affect each other,"Many people with tinnitus notice that nighttime can feel harder. Life is quieter, the day is over, and there may be fewer distractions from the sound. At the same time, poor sleep can make the next day feel heavier, increasing stress, frustration, and tinnitus distress. This section helps you understand that two-way relationship and gives you practical sleep-supportive steps without turning this app into a sleep-treatment program.",SLP-AUD-001,"Many people with tinnitus notice that nighttime can feel harder. Life is quieter, the day is over, and there may be fewer distractions from the sound. At the same time, poor sleep can make the next day feel heavier, increasing stress, frustration, and tinnitus distress. This section helps you understand that two-way relationship and gives you practical sleep-supportive steps without turning this app into a sleep-treatment program.",45-75 sec,20-45 sec,67,Expanded,Sleep-Tinnitus loop visual (VIS-023 / VIS-034),Bedtime Sound Plan; Negative Sleep Thought Reframing,Sleep education only; not CBT-I treatment or medical sleep care.,Edited Education Text -> Audio Transcript
Sleep,2,Expanded,What you will learn in this section,"By the end of this section, you should understand how tinnitus and sleep can feed into each other, how negative sleep thoughts can increase bedtime anxiety, and why some bedtime habits accidentally make insomnia stronger. You will also learn how low-level sound, calmer sleep thoughts, basic sleep hygiene, and stimulus-control ideas can support better rest.",SLP-AUD-002,"By the end of this section, you should understand how tinnitus and sleep can feed into each other, how negative sleep thoughts can increase bedtime anxiety, and why some bedtime habits accidentally make insomnia stronger. You will also learn how low-level sound, calmer sleep thoughts, basic sleep hygiene, and stimulus-control ideas can support better rest.",20-45 sec,20-45 sec,55,Expanded,,,,Current Education Text -> Audio Transcript
Sleep,3,Expanded,Why sleep belongs in tinnitus management,"Sleep may seem separate from tinnitus, but the two are often closely connected. When sleep is poor, your stress system has less time to recover, your attention may narrow, and difficult sounds can feel harder to ignore. When tinnitus feels threatening at bedtime, sleep can become harder to reach. That is why sleep belongs in a multimodal tinnitus plan.",SLP-AUD-003,"Sleep may seem separate from tinnitus, but the two are often closely connected. When sleep is poor, your stress system has less time to recover, your attention may narrow, and difficult sounds can feel harder to ignore. When tinnitus feels threatening at bedtime, sleep can become harder to reach. That is why sleep belongs in a multimodal tinnitus plan.",45-75 sec,20-45 sec,59,Expanded,Sleep-Tinnitus loop visual,,,Current Education Text -> Audio Transcript
Sleep,4,Expanded,The sleep-tinnitus loop,"A difficult night can lead to fatigue, irritability, and more worry the next day. That stress can make tinnitus feel more intrusive, especially when you are tired. Then, when bedtime returns, the memory of the previous bad night can make you anxious before you even lie down. This loop can feel powerful, but it also gives you several places to intervene.",SLP-AUD-004,"A difficult night can lead to fatigue, irritability, and more worry the next day. That stress can make tinnitus feel more intrusive, especially when you are tired. Then, when bedtime returns, the memory of the previous bad night can make you anxious before you even lie down. This loop can feel powerful, but it also gives you several places to intervene.",45-75 sec,20-45 sec,61,Expanded,Sleep-Tinnitus loop visual,,,Current Education Text -> Audio Transcript
Sleep,5,Expanded,Why quiet nights can feel harder,"Tinnitus often stands out when the environment becomes quiet. At night, there may be fewer external sounds, fewer tasks, and less social distraction. The brain can begin scanning for the ringing, buzzing, or hissing, and that attention can make the sound feel more important. This is one reason soft, steady background sound can be helpful at bedtime.",SLP-AUD-005,"Tinnitus often stands out when the environment becomes quiet. At night, there may be fewer external sounds, fewer tasks, and less social distraction. The brain can begin scanning for the ringing, buzzing, or hissing, and that attention can make the sound feel more important. This is one reason soft, steady background sound can be helpful at bedtime.",45-75 sec,20-45 sec,57,Expanded,Sound Therapy Annex link; Bedtime Sound Plan,Bedtime Sound Plan,"Keep sound low, steady, and comfortable.",Current Education Text -> Audio Transcript
Sleep,6,Expanded,Why trying harder to sleep can backfire,"Sleep is unusual because effort does not always help. Trying to force sleep can make your mind more alert, especially if you start checking the clock, measuring the night, or predicting how bad tomorrow will be. The goal is not to work harder at sleeping. The goal is to create conditions where sleep is more likely to happen naturally.",SLP-AUD-006,"Sleep is unusual because effort does not always help. Trying to force sleep can make your mind more alert, especially if you start checking the clock, measuring the night, or predicting how bad tomorrow will be. The goal is not to work harder at sleeping. The goal is to create conditions where sleep is more likely to happen naturally.",45-75 sec,20-45 sec,59,Expanded,,Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,7,Expanded,Sleep drive: your body’s pressure for sleep,"Sleep drive is the natural pressure for sleep that builds the longer you are awake. When people spend too much time in bed awake, nap excessively, or go to bed much earlier to make up for a poor night, that pressure can weaken. A stronger sleep drive can make sleep more continuous and less fragile.",SLP-AUD-007,"Sleep drive is the natural pressure for sleep that builds the longer you are awake. When people spend too much time in bed awake, nap excessively, or go to bed much earlier to make up for a poor night, that pressure can weaken. A stronger sleep drive can make sleep more continuous and less fragile.",20-45 sec,20-45 sec,55,Expanded,,Stimulus Control Plan (scope-sensitive / future),Avoid rigid sleep restriction guidance in the app; direct persistent insomnia to professional care.,Current Education Text -> Audio Transcript
Sleep,8,Expanded,When the bed becomes a place for frustration,"If you lie awake night after night, the bed can start to feel connected with frustration, worry, clock-checking, and tinnitus monitoring. Your brain may learn that bed means wakefulness instead of sleep. Stimulus control is a behavioral sleep idea designed to rebuild the connection between bed and successful sleep.",SLP-AUD-008,"If you lie awake night after night, the bed can start to feel connected with frustration, worry, clock-checking, and tinnitus monitoring. Your brain may learn that bed means wakefulness instead of sleep. Stimulus control is a behavioral sleep idea designed to rebuild the connection between bed and successful sleep.",20-45 sec,20-45 sec,49,Expanded,,Stimulus Control Plan (scope-sensitive / future),Frame as education; users with persistent insomnia should seek qualified sleep care.,Current Education Text -> Audio Transcript
Sleep,9,Collapsed,"Stimulus control, explained carefully","In sleep treatment, stimulus control often means going to bed when sleepy, leaving bed if you are awake for a while, doing something quiet and relaxing, and returning when sleepiness returns. The point is not punishment, and it is not a test of willpower. It is a way of helping the brain relearn that bed is for sleep, not for hours of struggling.",SLP-AUD-009,"In sleep treatment, stimulus control often means going to bed when sleepy, leaving bed if you are awake for a while, doing something quiet and relaxing, and returning when sleepiness returns. The point is not punishment, and it is not a test of willpower. It is a way of helping the brain relearn that bed is for sleep, not for hours of struggling.",45-75 sec,20-45 sec,63,Collapsed,,Stimulus Control Sleep Plan (scope-sensitive / future),Educational only; not full CBT-I/BBTI. Users with complex sleep concerns should get help.,Current Education Text -> Audio Transcript
Sleep,10,Expanded,Sleep thoughts can raise the alarm,"Sleep-related thoughts can become convincing at night. Thoughts like “If I do not sleep eight hours, tomorrow is ruined” or “I will never fall asleep with tinnitus” can raise anxiety and make the body more alert. These thoughts may feel true in the moment, but they can often be checked and softened.",SLP-AUD-010,"Sleep-related thoughts can become convincing at night. Thoughts like “If I do not sleep eight hours, tomorrow is ruined” or “I will never fall asleep with tinnitus” can raise anxiety and make the body more alert. These thoughts may feel true in the moment, but they can often be checked and softened.",20-45 sec,20-45 sec,52,Expanded,Thoughts / Feelings / Behaviors cycle,Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,11,Collapsed,Common sleep myths,"Sleep myths create pressure. You may hear that everyone needs exactly eight hours, that one bad night ruins the next day, or that staying in bed awake will eventually force sleep. A more balanced view is usually more helpful: sleep needs vary, bad nights happen, and your body can often function better than your anxious mind predicts.",SLP-AUD-011,"Sleep myths create pressure. You may hear that everyone needs exactly eight hours, that one bad night ruins the next day, or that staying in bed awake will eventually force sleep. A more balanced view is usually more helpful: sleep needs vary, bad nights happen, and your body can often function better than your anxious mind predicts.",45-75 sec,20-45 sec,57,Collapsed,,Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,12,Collapsed,Sleep myth examples,"Examples of sleep myths include: “I must get eight hours or I will fail,” “I can always catch up on weekends,” “alcohol helps me sleep better,” “complete silence is best,” “if I stay in bed long enough I will force sleep,” and “more time in bed always means more rest.” Each of these has a more balanced version that lowers pressure.",SLP-AUD-012,"Examples of sleep myths include: “I must get eight hours or I will fail,” “I can always catch up on weekends,” “alcohol helps me sleep better,” “complete silence is best,” “if I stay in bed long enough I will force sleep,” and “more time in bed always means more rest.” Each of these has a more balanced version that lowers pressure.",45-75 sec,20-45 sec,61,Collapsed,,Negative Sleep Thought Reframing,Avoid advice that contradicts clinician-directed sleep care.,Current Education Text -> Audio Transcript
Sleep,13,Expanded,Using sound at night,"Sound can help at night by reducing the contrast between silence and tinnitus. The sound should usually be low-level, steady, and comfortable. Loud, surprising, or highly varied sound may keep the brain more alert. The goal is not to create a perfect sound environment. The goal is to make the night feel less stark and less tinnitus-focused.",SLP-AUD-013,"Sound can help at night by reducing the contrast between silence and tinnitus. The sound should usually be low-level, steady, and comfortable. Loud, surprising, or highly varied sound may keep the brain more alert. The goal is not to create a perfect sound environment. The goal is to make the night feel less stark and less tinnitus-focused.",45-75 sec,20-45 sec,57,Expanded,Bedtime Sound Plan; Sound Therapy Annex,Bedtime Sound Plan,"Use safe, comfortable listening levels.",Current Education Text -> Audio Transcript
Sleep,14,Expanded,"Sleep hygiene is helpful, but it is not the whole answer","Sleep hygiene includes habits that support sleep: a consistent schedule, a calmer wind-down, less late caffeine, a comfortable bedroom, and fewer stimulating activities right before bed. These habits matter, but sleep hygiene alone may not fix insomnia. For many people, the bigger shift comes from changing the thoughts and behaviors that keep the bed connected with stress.",SLP-AUD-014,"Sleep hygiene includes habits that support sleep: a consistent schedule, a calmer wind-down, less late caffeine, a comfortable bedroom, and fewer stimulating activities right before bed. These habits matter, but sleep hygiene alone may not fix insomnia. For many people, the bigger shift comes from changing the thoughts and behaviors that keep the bed connected with stress.",45-75 sec,20-45 sec,57,Expanded,,Sleep Hygiene Reflection (future/optional),,Current Education Text -> Audio Transcript
Sleep,15,Collapsed,A consistent schedule,"A consistent sleep schedule helps your body clock predict when sleep and wakefulness should happen. A regular wake time is especially important, even after a rough night. This does not mean you must be rigid forever. It means giving your body repeated cues so the sleep system has a clearer rhythm.",SLP-AUD-015,"A consistent sleep schedule helps your body clock predict when sleep and wakefulness should happen. A regular wake time is especially important, even after a rough night. This does not mean you must be rigid forever. It means giving your body repeated cues so the sleep system has a clearer rhythm.",20-45 sec,20-45 sec,51,Collapsed,,Sleep Support Plan (future/optional),Users with unusual work schedules or medical conditions may need individualized advice.,Current Education Text -> Audio Transcript
Sleep,16,Collapsed,A wind-down routine,"A wind-down routine gives the brain a transition. Reading, gentle stretching, quiet breathing, or calming audio can help signal that the day is ending. Try to avoid stressful work, intense conversations, or stimulating tasks right before bed when possible. The purpose is not to force sleep, but to lower the activation level around bedtime.",SLP-AUD-016,"A wind-down routine gives the brain a transition. Reading, gentle stretching, quiet breathing, or calming audio can help signal that the day is ending. Try to avoid stressful work, intense conversations, or stimulating tasks right before bed when possible. The purpose is not to force sleep, but to lower the activation level around bedtime.",20-45 sec,20-45 sec,54,Collapsed,Wind-down audio card,,,Current Education Text -> Audio Transcript
Sleep,17,Collapsed,The sleep environment,"A bedroom that is cool, dark, comfortable, and low in disruption can make sleep easier. For tinnitus, “quiet” does not always mean silent. A soft, steady sound can be useful if silence makes tinnitus stand out. Try to keep the bed connected mainly with sleep, so your brain has a clear signal about what the space is for.",SLP-AUD-017,"A bedroom that is cool, dark, comfortable, and low in disruption can make sleep easier. For tinnitus, “quiet” does not always mean silent. A soft, steady sound can be useful if silence makes tinnitus stand out. Try to keep the bed connected mainly with sleep, so your brain has a clear signal about what the space is for.",45-75 sec,20-45 sec,58,Collapsed,Bedtime Sound Plan,Bedtime Sound Plan,Avoid uncomfortable or unsafe sound levels.,Current Education Text -> Audio Transcript
Sleep,18,Collapsed,"Stimulants, food, alcohol, and activity","Caffeine and nicotine can make it harder to fall asleep or stay asleep, especially later in the day. Alcohol may feel relaxing at first, but it can fragment sleep later in the night. Heavy meals close to bedtime can be disruptive for some people. Regular movement can support sleep, while intense late workouts may be too activating for some.",SLP-AUD-018,"Caffeine and nicotine can make it harder to fall asleep or stay asleep, especially later in the day. Alcohol may feel relaxing at first, but it can fragment sleep later in the night. Heavy meals close to bedtime can be disruptive for some people. Regular movement can support sleep, while intense late workouts may be too activating for some.",45-75 sec,20-45 sec,59,Collapsed,,Sleep Hygiene Reflection (future/optional),Medication/substance questions should be discussed with a clinician.,Current Education Text -> Audio Transcript
Sleep,19,Collapsed,Managing stress before bed,"If worries or to-do lists flood in at night, try giving them another place to go earlier in the evening. Some people write down worries, next steps, or tomorrow’s tasks before the wind-down begins. Breathing, mindfulness, or paired muscle relaxation can also help the body shift out of problem-solving mode.",SLP-AUD-019,"If worries or to-do lists flood in at night, try giving them another place to go earlier in the evening. Some people write down worries, next steps, or tomorrow’s tasks before the wind-down begins. Breathing, mindfulness, or paired muscle relaxation can also help the body shift out of problem-solving mode.",20-45 sec,20-45 sec,50,Collapsed,Mindfulness Annex link; Distress Tolerance link,Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,20,Collapsed,Important terms,Stimulus control is the idea of rebuilding the connection between bed and sleep. Sleep drive is the pressure for sleep that builds while you are awake. Sleep distortions are rigid or threatening thoughts about sleep. Sleep hygiene is the set of habits and environmental choices that support healthier sleep.,SLP-AUD-020,Stimulus control is the idea of rebuilding the connection between bed and sleep. Sleep drive is the pressure for sleep that builds while you are awake. Sleep distortions are rigid or threatening thoughts about sleep. Sleep hygiene is the set of habits and environmental choices that support healthier sleep.,20-45 sec,20-45 sec,49,Collapsed,,,,Current Education Text -> Audio Transcript
Sleep,21,Expanded,Putting sleep strategies into practice,"Start with one or two realistic changes rather than trying everything at once. Notice your bedtime thoughts, choose a more balanced response, and consider whether your bed has become a place for worry. Keep sound low and steady if it helps. Choose one small adjustment you can practice consistently enough to learn from it.",SLP-AUD-021,"Start with one or two realistic changes rather than trying everything at once. Notice your bedtime thoughts, choose a more balanced response, and consider whether your bed has become a place for worry. Keep sound low and steady if it helps. Choose one small adjustment you can practice consistently enough to learn from it.",20-45 sec,20-45 sec,54,Expanded,,Bedtime Sound Plan; Negative Sleep Thought Reframing,Persistent or severe insomnia warrants professional evaluation.,Current Education Text -> Audio Transcript
Sleep,22,Collapsed,CBT-I and brief behavioral sleep care,"Cognitive Behavioral Therapy for Insomnia, often called CBT-I, is a structured treatment for insomnia. Brief Behavioral Treatment for Insomnia, or BBTI, is a shorter behavioral approach. This app does not provide either treatment. It introduces a few ideas that can help you understand your options and decide whether professional sleep support may be worth exploring. These programs can be good starting points to search for, if you need more help.",SLP-AUD-022,"Cognitive Behavioral Therapy for Insomnia, often called CBT-I, is a structured treatment for insomnia. Brief Behavioral Treatment for Insomnia, or BBTI, is a shorter behavioral approach. This app does not provide either treatment. It introduces a few ideas that can help you understand your options and decide whether professional sleep support may be worth exploring. These programs can be good starting points to search for, if you need more help.",20-45 sec,20-45 sec,70,Collapsed,,,Do not present as treatment; encourage sleep professional when appropriate.,Edited Education Text -> Audio Transcript
Sleep,23,Collapsed,When sleep deserves professional help,"Some sleep problems deserve more than self-guided education. Consider professional support if sleep problems are persistent, severe, worsening, or affecting safety, mood, work, or health. Suspected sleep apnea, loud snoring with breathing pauses, significant daytime sleepiness, complex medication questions, or ongoing insomnia are reasons to speak with a qualified clinician.",SLP-AUD-023,"Some sleep problems deserve more than self-guided education. Consider professional support if sleep problems are persistent, severe, worsening, or affecting safety, mood, work, or health. Suspected sleep apnea, loud snoring with breathing pauses, significant daytime sleepiness, complex medication questions, or ongoing insomnia are reasons to speak with a qualified clinician.",20-45 sec,20-45 sec,50,Collapsed,,,Sleep apnea and severe insomnia should be assessed professionally.,Current Education Text -> Audio Transcript
Sleep,24,Expanded,How sleep connects to the bigger picture,"Better sleep can make it easier to think clearly, regulate emotions, practice sound therapy, use mindfulness, and communicate well. The strategies in this section mirror the rest of the app: notice patterns, check thoughts, make small behavioral changes, and avoid judging yourself for difficult nights. Sleep is part of resilience.",SLP-AUD-024,"Better sleep can make it easier to think clearly, regulate emotions, practice sound therapy, use mindfulness, and communicate well. The strategies in this section mirror the rest of the app: notice patterns, check thoughts, make small behavioral changes, and avoid judging yourself for difficult nights. Sleep is part of resilience.",20-45 sec,20-45 sec,50,Expanded,Sleep-Tinnitus loop visual,,,Current Education Text -> Audio Transcript
Sleep,25,Collapsed,FAQ: Should I stay in bed and force sleep?,"Usually, forcing sleep makes things harder. Lying awake for long stretches can teach the brain that bed is a place for wakefulness and frustration. A calmer approach is to reduce the struggle, do something quiet if needed, and return when sleepiness comes back.",SLP-AUD-025,"Usually, forcing sleep makes things harder. Lying awake for long stretches can teach the brain that bed is a place for wakefulness and frustration. A calmer approach is to reduce the struggle, do something quiet if needed, and return when sleepiness comes back.",20-45 sec,<20 sec,43,Collapsed,,Stimulus Control Plan (scope-sensitive / future),Educational only; not prescriptive treatment.,Current Education Text -> Audio Transcript
Sleep,26,Collapsed,FAQ: Why am I still awake if I already use sleep hygiene?,"Sleep hygiene is useful, but it is not always enough. If the main problem is worry, clock-checking, long periods awake in bed, or fear of tinnitus at night, then thought patterns and bedtime behaviors may need attention too.",SLP-AUD-026,"Sleep hygiene is useful, but it is not always enough. If the main problem is worry, clock-checking, long periods awake in bed, or fear of tinnitus at night, then thought patterns and bedtime behaviors may need attention too.",20-45 sec,<20 sec,38,Collapsed,,Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,27,Collapsed,FAQ: Can I use TV or my phone to mask tinnitus?,"TV or phone audio may feel helpful at first, but it can also be stimulating, bright, varied, or attention-grabbing. If you use sound at night, aim for soft, steady, neutral sound that supports rest rather than pulling your attention back into the screen or the story.",SLP-AUD-027,"TV or phone audio may feel helpful at first, but it can also be stimulating, bright, varied, or attention-grabbing. If you use sound at night, aim for soft, steady, neutral sound that supports rest rather than pulling your attention back into the screen or the story.",20-45 sec,<20 sec,46,Collapsed,Bedtime Sound Plan,Bedtime Sound Plan,Avoid unsafe volume and screen overuse.,Current Education Text -> Audio Transcript
Sleep,28,Expanded,Practice: Challenge a negative sleep thought,"Your thoughts about sleep can shape the experience of trying to rest. In this exercise, you write down a distressing sleep thought, identify the pattern, look at evidence for and against it, and create a more balanced statement. The goal is not to make the night perfect. The goal is to lower the alarm around sleep.",SLP-AUD-028,"Your thoughts about sleep can shape the experience of trying to rest. In this exercise, you write down a distressing sleep thought, identify the pattern, look at evidence for and against it, and create a more balanced statement. The goal is not to make the night perfect. The goal is to lower the alarm around sleep.",45-75 sec,20-45 sec,56,Expanded,Thoughts / Feelings / Behaviors cycle,I-028 Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,29,Expanded,Practice: Build a bedtime sound plan,"A bedtime sound plan helps you decide what sound you will use, where it will come from, how comfortable the volume should be, and what you will do if it is not helping. A plan reduces last-minute problem-solving, which can be especially useful when tinnitus feels louder at night.",SLP-AUD-029,"A bedtime sound plan helps you decide what sound you will use, where it will come from, how comfortable the volume should be, and what you will do if it is not helping. A plan reduces last-minute problem-solving, which can be especially useful when tinnitus feels louder at night.",20-45 sec,20-45 sec,49,Expanded,Sound Therapy Annex link,I-027 Bedtime Sound Plan,"Use low, comfortable, steady sound.",Current Education Text -> Audio Transcript
Sleep,30,Collapsed,Practice: Stimulus control plan,"The workbook includes a stimulus control plan: notice whether you lie awake in bed, create a calm plan for what to do if you are awake for a while, return when sleepy, and stay consistent. In the app, this should be handled carefully as education and planning, not as a full insomnia treatment protocol.",SLP-AUD-030,"The workbook includes a stimulus control plan: notice whether you lie awake in bed, create a calm plan for what to do if you are awake for a while, return when sleepy, and stay consistent. In the app, this should be handled carefully as education and planning, not as a full insomnia treatment protocol.",20-45 sec,20-45 sec,54,Collapsed,,Stimulus Control Plan (future / scope-sensitive),Professional sleep care recommended for persistent insomnia.,Current Education Text -> Audio Transcript
Sleep,31,Expanded,Main points,"Tinnitus can magnify insomnia, and poor sleep can make tinnitus distress harder to manage. Negative sleep thoughts can raise bedtime anxiety. Gentle sound, balanced thinking, consistent routines, and careful behavior changes can help break the cycle. Sleep strategies work best when they support rest without turning sleep into another performance test.",SLP-AUD-031,"Tinnitus can magnify insomnia, and poor sleep can make tinnitus distress harder to manage. Negative sleep thoughts can raise bedtime anxiety. Gentle sound, balanced thinking, consistent routines, and careful behavior changes can help break the cycle. Sleep strategies work best when they support rest without turning sleep into another performance test.",20-45 sec,20-45 sec,51,Expanded,,,,Current Education Text -> Audio Transcript
Sleep,32,Expanded,Your sleep support plan,"Before you move on, choose one small way to support sleep this week. You might use a low-level sound, write a more balanced sleep thought, start a gentler wind-down, or talk with a clinician about a sleep concern. Keep the step small enough to actually try.",SLP-AUD-032,"Before you move on, choose one small way to support sleep this week. You might use a low-level sound, write a more balanced sleep thought, start a gentler wind-down, or talk with a clinician about a sleep concern. Keep the step small enough to actually try.",20-45 sec,<20 sec,46,Expanded,,Bedtime Sound Plan; Negative Sleep Thought Reframing,,Current Education Text -> Audio Transcript
Sleep,33,Collapsed,Sleep scope and safety,"This section provides sleep education, not diagnosis or treatment. If sleep problems are persistent, severe, worsening, or connected to symptoms such as breathing pauses, heavy snoring, major daytime sleepiness, unsafe thoughts, or major mood changes, seek professional support. Do not stop or change prescribed sleep medication based on this app.",SLP-AUD-033,"This section provides sleep education, not diagnosis or treatment. If sleep problems are persistent, severe, worsening, or connected to symptoms such as breathing pauses, heavy snoring, major daytime sleepiness, unsafe thoughts, or major mood changes, seek professional support. Do not stop or change prescribed sleep medication based on this app.",20-45 sec,20-45 sec,50,Collapsed,,,Collapsed safety/scope card at bottom.,Current Education Text -> Audio Transcript
First Launch + Library,1,App-only navigation,Welcome to MPTinnitus,This app works best when you begin with About Tinnitus. That section explains why tinnitus management is bigger than sound alone and how the rest of the app is organized. You can also explore freely and return to the beginning whenever you want.,APP-FL-001,This app works best when you begin with About Tinnitus. That section explains why tinnitus management is bigger than sound alone and how the rest of the app is organized. You can also explore freely and return to the beginning whenever you want.,20-30 sec,<20 sec,43,Modal / first launch,Welcome sheet,Start with About Tinnitus / Explore First / Remind Me Later,,Current Education Text -> Audio Transcript
First Launch + Library,2,App-only navigation,Explore without pressure,"You do not have to complete the app in order. The suggested path begins with About Tinnitus and Sound Therapy, but the Library lets you move to the topic that matters most right now.",APP-FL-002,"You do not have to complete the app in order. The suggested path begins with About Tinnitus and Sound Therapy, but the Library lets you move to the topic that matters most right now.",20-30 sec,<20 sec,34,Expanded,Library module grid,Library tab,,Current Education Text -> Audio Transcript
First Launch + Library,3,App-only navigation,How the Library is organized,"The Library is the main table of contents. Each loop topic a fuller learning section, audio read-aloud segments, visuals where they help, and practice tools that can be saved to My Plan.",APP-LIB-001,"The Library is the main table of contents. Each loop topic a fuller learning section, audio read-aloud segments, visuals where they help, and practice tools that can be saved to My Plan.",20-30 sec,<20 sec,32,Expanded,Module cards,Library,,Edited Education Text -> Audio Transcript
Audio Playback UX,4,App-only system,Audio is part of the education,"The audio in this app is meant to read the learning sections aloud. It is not a separate audiobook and not a different summary. You can read, listen, or do both, and you should hear the same teaching either way.",APP-AUDIO-001,"The audio in this app is meant to read the learning sections aloud. It is not a separate audiobook and not a different summary. You can read, listen, or do both, and you should hear the same teaching either way.",30-45 sec,<20 sec,40,Expanded,Audio mini-player,Audio card,,Current Education Text -> Audio Transcript
