loop,queue_order,section_header,audio_segment_id,audio_label,audio_transcript,target_audio_length,estimated_audio_length,audio_word_count,playback_behavior,default_state,sync_source
Confidence and Communication,12,From self-blame to a supportive inner voice,CC-V5-012,From self-blame to a supportive inner voice,"Self-compassion does not require you to enjoy tinnitus or pretend you are fine. It asks you to stop adding blame to an already difficult experience. A supportive inner voice might sound like: “This is hard right now, and I can still use one tool.” That kind of response leaves more room for action than “I should be better at this.”",20-45 sec,20-45 sec,60,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,13,Optional mini-practice: give tinnitus a nickname,CC-V5-013,Optional mini-practice: give tinnitus a nickname,Some people find it helpful to imagine tinnitus as a character rather than a threat. A name like “Buzz” or “Ringo” can add a little distance or humor. This is not meant to make tinnitus cute or harmless if it feels serious. It is simply a way to loosen the grip of fear and speak to the experience with less alarm.,20-45 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,14,Important terms: self-compassion and validation,CC-V5-014,Important terms: self-compassion and validation,"Self-compassion means treating yourself with kindness when you are having a hard time. Validation means recognizing that your emotional experience is real and understandable. Common humanity reminds you that many people struggle with similar feelings. The self-critical voice is the inner commentary that says you should be coping better, even when you are already doing something difficult.",20-45 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,15,Putting self-compassion into practice,CC-V5-015,Putting self-compassion into practice,"Self-compassion works best when it becomes small and repeatable. You might use a phrase before bed, after a difficult sound moment, or after catching a distorted thought. Try something honest, not overly positive: “This is difficult, and I am doing my best in a tough situation.” Over time, these small responses reduce the load of shame and make it easier to return to practical tools.",20-45 sec,20-45 sec,65,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,16,How self-compassion connects to the other tools,CC-V5-016,How self-compassion connects to the other tools,"Self-compassion supports the rest of tinnitus management. Mindfulness helps you notice difficult thoughts. Cognitive reframing helps you question them. Self-compassion helps you avoid attacking yourself for having them in the first place. That emotional cushion can make sound therapy, acceptance, and distress tolerance easier to keep using on hard days.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,17,FAQ: Won’t kindness make me less motivated?,CC-V5-017,FAQ: Won’t kindness make me less motivated?,Kindness is not laziness. Self-compassion can actually support motivation because it reduces the exhaustion of self-criticism. You are more likely to keep practicing when your inner voice is firm and supportive instead of punishing.,15-30 sec,<20 sec,34,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,18,FAQ: Is self-compassion just self-pity?,CC-V5-018,FAQ: Is self-compassion just self-pity?,"Self-pity tends to keep you stuck in the problem. Self-compassion acknowledges the problem while still making room for action. It says, “This is hard, and I can take care of myself while I figure out how to manage it.”",15-30 sec,<20 sec,39,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Confidence and Communication,19,FAQ: How do I validate myself when others dismiss tinnitus?,CC-V5-019,FAQ: How do I validate myself when others dismiss tinnitus?,Other people may oversimplify tinnitus because they cannot hear what you hear or feel what you feel. Validation starts by reminding yourself that your distress is real. You can accept that your feelings make sense even if someone else does not fully understand them.,15-30 sec,<20 sec,44,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,20,FAQ: What if kind self-talk feels awkward?,CC-V5-020,FAQ: What if kind self-talk feels awkward?,That is normal. Many people are not used to speaking to themselves this way. Start with a phrase you might say to a friend. The goal is not to sound perfect; it is to practice a more helpful tone.,15-30 sec,<20 sec,39,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,21,Exercise: re-scripting a self-critical thought,CC-V5-021,Exercise: re-scripting a self-critical thought,"This exercise helps you practice changing the tone of your inner dialogue. Start with one recent self-critical thought. Notice how it makes you feel. Then imagine that someone you care about said the same thing about themselves. Write the response you would offer them, and adjust it into a compassionate statement you could use for yourself.",20-45 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,22,Main points for supporting yourself,CC-V5-022,Main points for supporting yourself,"Self-compassion reduces the extra distress that comes from blaming yourself. Validation reminds you that your reaction is real and understandable. Common humanity helps reduce isolation. A supportive inner voice does not remove tinnitus, but it can keep you more steady while you practice the tools that help.",15-30 sec,<20 sec,47,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,23,Your self-compassion and validation plan,CC-V5-023,Your self-compassion and validation plan,REMOVE/COMBINE WITH INTERPERSONAL END REFLECTION,20-45 sec,<20 sec,6,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,24,Why communication matters with tinnitus,CC-V5-024,Why communication matters with tinnitus,"Tinnitus is invisible, which means other people may not know what you are dealing with unless you explain it. Sound environments, background noise, hearing difficulty, and sound sensitivity can all affect communication. Interpersonal effectiveness helps you ask for what you need without withdrawing, over-apologizing, or waiting until frustration turns into conflict.",20-45 sec,20-45 sec,51,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,25,Invisible symptoms can create misunderstanding,CC-V5-025,Invisible symptoms can create misunderstanding,"Because other people cannot hear your tinnitus, they may underestimate how much it affects you. Some may say, “I have ringing too,” without realizing your experience is different. Skillful communication gives you a way to explain the impact without needing to prove your suffering. It also helps prevent the isolation that can happen when you stay silent.",20-45 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,26,Self-advocacy without guilt,CC-V5-026,Self-advocacy without guilt,"Asking for a quieter table, a lower TV volume, or a short break does not make you difficult. It is a way to stay engaged while respecting your limits. The goal is not to control everyone around you. The goal is to communicate clearly enough that others understand what would help.",20-45 sec,20-45 sec,51,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,27,DEAR MAN: a structure for clear requests,CC-V5-027,DEAR MAN: a structure for clear requests,"DEAR MAN is a DBT communication tool for making a request or saying no clearly. The first part, DEAR, helps you organize what you want to say: describe the situation, express how it affects you, assert what you need, and reinforce why the request helps. The second part, MAN, helps you stay focused, appear confident, and negotiate when needed.",20-45 sec,20-45 sec,59,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,28,"DEAR: describe, express, assert, reinforce",CC-V5-028,"DEAR: describe, express, assert, reinforce","Start with the facts. Describe the situation in neutral terms: “The TV volume is making it hard for me to stay comfortable.” Then express how it affects you: “I feel overwhelmed when it stays this loud.” Next, assert the request clearly: “Could we lower it a little?” Finally, reinforce why it helps: “That would let me stay in the room and enjoy the evening with you.”",20-45 sec,20-45 sec,66,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,29,"MAN: stay mindful, appear confident, negotiate",CC-V5-029,"MAN: stay mindful, appear confident, negotiate","After making the request, stay mindful of your goal. It is easy to get pulled into overexplaining, apologizing, or arguing. Appearing confident does not mean being aggressive; it means using a steady tone and clear words. Negotiating means staying open to workable solutions, such as moving seats, lowering volume, or taking a short break.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,30,FAST: preserving self-respect,CC-V5-030,FAST: preserving self-respect,LET’S REMOVE FAST FROM MVP,20-45 sec,<20 sec,5,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Confidence and Communication,31,Mini-practice: speak up in one sentence,CC-V5-031,Mini-practice: speak up in one sentence,"Start small. Identify one request that could make a sound situation easier, such as “Could we lower the TV a little?” Practice saying it in one calm sentence. Then use it in a low-pressure moment and notice what happens. Even a short request can show that self-advocacy does not have to be a burden.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,32,Important terms: communication and self-respect,CC-V5-032,Important terms: communication and self-respect,Interpersonal effectiveness means balancing your needs with the relationship in front of you. DEAR MAN helps you make a request clearly.,15-30 sec,<20 sec,21,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,33,Putting communication skills into practice,CC-V5-033,Putting communication skills into practice,"Think of these skills as bridges between tinnitus needs and daily life. Instead of quietly enduring a noisy room or snapping after you are already overwhelmed, you can make a clear, respectful request earlier. Start in low-pressure situations. Success builds confidence, and confidence makes it easier to stay connected rather than withdrawing.",20-45 sec,20-45 sec,52,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,34,How communication connects to the bigger picture,CC-V5-034,How communication connects to the bigger picture,"Communication works best when it is paired with the other skills. Distress tolerance can steady your body before a hard conversation. Self-compassion can reduce guilt about asking for help. Sound therapy can make an environment easier to tolerate. Together, these tools help you stay involved in life instead of feeling forced into silence or isolation.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,35,FAQ: Will asking for quieter options make me seem needy?,CC-V5-035,FAQ: Will asking for quieter options make me seem needy?,"A clear, polite request often feels better to others than silent frustration. You are not asking people to understand everything about tinnitus. You are asking for one reasonable adjustment that may help you stay present.",15-30 sec,<20 sec,35,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,36,FAQ: What if someone dismisses my tinnitus?,CC-V5-036,FAQ: What if someone dismisses my tinnitus?,"That can happen, and it can hurt. DEAR MAN helps you stay clear about what you need, but communicating and getting what we want are different.  There will be times where communicating well will not create the outcome we are hoping for.",15-30 sec,<20 sec,42,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Confidence and Communication,37,FAQ: Is DEAR MAN too structured for real life?,CC-V5-037,FAQ: Is DEAR MAN too structured for real life?,"It may feel structured at first, but the point is not to recite the letters. The steps help you organize your message. Even using part of the skill can make a conversation clearer.",15-30 sec,<20 sec,33,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,38,FAQ: What if I feel guilty inconveniencing others?,CC-V5-038,FAQ: What if I feel guilty inconveniencing others?,"Guilt is common, especially when tinnitus is new or invisible. Remember that basic comfort and communication needs are valid. A small request can prevent resentment, withdrawal, or a bigger conflict later.",15-30 sec,<20 sec,31,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Confidence and Communication,39,Exercise: express your needs with DEAR MAN,CC-V5-039,Exercise: express your needs with DEAR MAN,"Use this exercise when you want to explain a tinnitus-related need or ask for an accommodation. Describe the situation, express how it affects you, assert a clear request, and reinforce why it matters. Then use the MAN skills to stay focused, appear confident, and remain open to a workable compromise.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,40,Using FAST as a self-respect check,CC-V5-040,Using FAST as a self-respect check,REMOVE,20-45 sec,<20 sec,1,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Confidence and Communication,41,Main points for communicating with others,CC-V5-041,Main points for communicating with others,"Tinnitus can affect relationships, but skillful communication can reduce misunderstanding. DEAR MAN helps you make requests clearly. Small, respectful requests can prevent withdrawal and resentment. Communication is one way to stay engaged with life while still respecting what your ears and nervous system need.",15-30 sec,<20 sec,44,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,42,Your communication plan,CC-V5-042,Your communication plan,COMBINE WITH VALIDATION/SELF-COMPASSION REFLECTION,20-45 sec,<20 sec,5,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Confidence and Communication,43,Confidence inside and outside,CC-V5-043,Confidence inside and outside,"Supporting yourself and communicating with others are two sides of the same skill set. Internally, you practice validation and self-compassion so tinnitus does not become a reason to attack yourself. Externally, you practice clear requests so tinnitus does not push you into silence or isolation. Both help you stay engaged with life while continuing to use the tools that support you.",20-45 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Confidence and Communication,44,When extra support may help,CC-V5-044,When extra support may help,"These tools can help with self-talk and communication, but they are not a replacement for mental health care, relationship support, hearing healthcare, or crisis help when those are needed. If tinnitus distress feels unsafe, if you are in a mental health crisis, or if communication problems involve safety, coercion, or abuse, seek direct support from appropriate professionals or emergency resources.",20-45 sec,20-45 sec,60,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,1,Sleep and tinnitus can affect each other,SLP-AUD-001,Sleep and tinnitus can affect each other,"Many people with tinnitus notice that nighttime can feel harder. Life is quieter, the day is over, and there may be fewer distractions from the sound. At the same time, poor sleep can make the next day feel heavier, increasing stress, frustration, and tinnitus distress. This section helps you understand that two-way relationship and gives you practical sleep-supportive steps without turning this app into a sleep-treatment program.",45-75 sec,20-45 sec,67,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Edited Education Text -> Audio Transcript
Sleep,2,What you will learn in this section,SLP-AUD-002,What you will learn in this section,"By the end of this section, you should understand how tinnitus and sleep can feed into each other, how negative sleep thoughts can increase bedtime anxiety, and why some bedtime habits accidentally make insomnia stronger. You will also learn how low-level sound, calmer sleep thoughts, basic sleep hygiene, and stimulus-control ideas can support better rest.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,3,Why sleep belongs in tinnitus management,SLP-AUD-003,Why sleep belongs in tinnitus management,"Sleep may seem separate from tinnitus, but the two are often closely connected. When sleep is poor, your stress system has less time to recover, your attention may narrow, and difficult sounds can feel harder to ignore. When tinnitus feels threatening at bedtime, sleep can become harder to reach. That is why sleep belongs in a multimodal tinnitus plan.",45-75 sec,20-45 sec,59,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,4,The sleep-tinnitus loop,SLP-AUD-004,The sleep-tinnitus loop,"A difficult night can lead to fatigue, irritability, and more worry the next day. That stress can make tinnitus feel more intrusive, especially when you are tired. Then, when bedtime returns, the memory of the previous bad night can make you anxious before you even lie down. This loop can feel powerful, but it also gives you several places to intervene.",45-75 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,5,Why quiet nights can feel harder,SLP-AUD-005,Why quiet nights can feel harder,"Tinnitus often stands out when the environment becomes quiet. At night, there may be fewer external sounds, fewer tasks, and less social distraction. The brain can begin scanning for the ringing, buzzing, or hissing, and that attention can make the sound feel more important. This is one reason soft, steady background sound can be helpful at bedtime.",45-75 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,6,Why trying harder to sleep can backfire,SLP-AUD-006,Why trying harder to sleep can backfire,"Sleep is unusual because effort does not always help. Trying to force sleep can make your mind more alert, especially if you start checking the clock, measuring the night, or predicting how bad tomorrow will be. The goal is not to work harder at sleeping. The goal is to create conditions where sleep is more likely to happen naturally.",45-75 sec,20-45 sec,59,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,7,Sleep drive: your body’s pressure for sleep,SLP-AUD-007,Sleep drive: your body’s pressure for sleep,"Sleep drive is the natural pressure for sleep that builds the longer you are awake. When people spend too much time in bed awake, nap excessively, or go to bed much earlier to make up for a poor night, that pressure can weaken. A stronger sleep drive can make sleep more continuous and less fragile.",20-45 sec,20-45 sec,55,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,8,When the bed becomes a place for frustration,SLP-AUD-008,When the bed becomes a place for frustration,"If you lie awake night after night, the bed can start to feel connected with frustration, worry, clock-checking, and tinnitus monitoring. Your brain may learn that bed means wakefulness instead of sleep. Stimulus control is a behavioral sleep idea designed to rebuild the connection between bed and successful sleep.",20-45 sec,20-45 sec,49,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,9,"Stimulus control, explained carefully",SLP-AUD-009,"Stimulus control, explained carefully","In sleep treatment, stimulus control often means going to bed when sleepy, leaving bed if you are awake for a while, doing something quiet and relaxing, and returning when sleepiness returns. The point is not punishment, and it is not a test of willpower. It is a way of helping the brain relearn that bed is for sleep, not for hours of struggling.",45-75 sec,20-45 sec,63,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,10,Sleep thoughts can raise the alarm,SLP-AUD-010,Sleep thoughts can raise the alarm,"Sleep-related thoughts can become convincing at night. Thoughts like “If I do not sleep eight hours, tomorrow is ruined” or “I will never fall asleep with tinnitus” can raise anxiety and make the body more alert. These thoughts may feel true in the moment, but they can often be checked and softened.",20-45 sec,20-45 sec,52,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,11,Common sleep myths,SLP-AUD-011,Common sleep myths,"Sleep myths create pressure. You may hear that everyone needs exactly eight hours, that one bad night ruins the next day, or that staying in bed awake will eventually force sleep. A more balanced view is usually more helpful: sleep needs vary, bad nights happen, and your body can often function better than your anxious mind predicts.",45-75 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,12,Sleep myth examples,SLP-AUD-012,Sleep myth examples,"Examples of sleep myths include: “I must get eight hours or I will fail,” “I can always catch up on weekends,” “alcohol helps me sleep better,” “complete silence is best,” “if I stay in bed long enough I will force sleep,” and “more time in bed always means more rest.” Each of these has a more balanced version that lowers pressure.",45-75 sec,20-45 sec,61,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,13,Using sound at night,SLP-AUD-013,Using sound at night,"Sound can help at night by reducing the contrast between silence and tinnitus. The sound should usually be low-level, steady, and comfortable. Loud, surprising, or highly varied sound may keep the brain more alert. The goal is not to create a perfect sound environment. The goal is to make the night feel less stark and less tinnitus-focused.",45-75 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,14,"Sleep hygiene is helpful, but it is not the whole answer",SLP-AUD-014,"Sleep hygiene is helpful, but it is not the whole answer","Sleep hygiene includes habits that support sleep: a consistent schedule, a calmer wind-down, less late caffeine, a comfortable bedroom, and fewer stimulating activities right before bed. These habits matter, but sleep hygiene alone may not fix insomnia. For many people, the bigger shift comes from changing the thoughts and behaviors that keep the bed connected with stress.",45-75 sec,20-45 sec,57,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,15,A consistent schedule,SLP-AUD-015,A consistent schedule,"A consistent sleep schedule helps your body clock predict when sleep and wakefulness should happen. A regular wake time is especially important, even after a rough night. This does not mean you must be rigid forever. It means giving your body repeated cues so the sleep system has a clearer rhythm.",20-45 sec,20-45 sec,51,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,16,A wind-down routine,SLP-AUD-016,A wind-down routine,"A wind-down routine gives the brain a transition. Reading, gentle stretching, quiet breathing, or calming audio can help signal that the day is ending. Try to avoid stressful work, intense conversations, or stimulating tasks right before bed when possible. The purpose is not to force sleep, but to lower the activation level around bedtime.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,17,The sleep environment,SLP-AUD-017,The sleep environment,"A bedroom that is cool, dark, comfortable, and low in disruption can make sleep easier. For tinnitus, “quiet” does not always mean silent. A soft, steady sound can be useful if silence makes tinnitus stand out. Try to keep the bed connected mainly with sleep, so your brain has a clear signal about what the space is for.",45-75 sec,20-45 sec,58,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,18,"Stimulants, food, alcohol, and activity",SLP-AUD-018,"Stimulants, food, alcohol, and activity","Caffeine and nicotine can make it harder to fall asleep or stay asleep, especially later in the day. Alcohol may feel relaxing at first, but it can fragment sleep later in the night. Heavy meals close to bedtime can be disruptive for some people. Regular movement can support sleep, while intense late workouts may be too activating for some.",45-75 sec,20-45 sec,59,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,19,Managing stress before bed,SLP-AUD-019,Managing stress before bed,"If worries or to-do lists flood in at night, try giving them another place to go earlier in the evening. Some people write down worries, next steps, or tomorrow’s tasks before the wind-down begins. Breathing, mindfulness, or paired muscle relaxation can also help the body shift out of problem-solving mode.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,20,Important terms,SLP-AUD-020,Important terms,Stimulus control is the idea of rebuilding the connection between bed and sleep. Sleep drive is the pressure for sleep that builds while you are awake. Sleep distortions are rigid or threatening thoughts about sleep. Sleep hygiene is the set of habits and environmental choices that support healthier sleep.,20-45 sec,20-45 sec,49,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,21,Putting sleep strategies into practice,SLP-AUD-021,Putting sleep strategies into practice,"Start with one or two realistic changes rather than trying everything at once. Notice your bedtime thoughts, choose a more balanced response, and consider whether your bed has become a place for worry. Keep sound low and steady if it helps. Choose one small adjustment you can practice consistently enough to learn from it.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,22,CBT-I and brief behavioral sleep care,SLP-AUD-022,CBT-I and brief behavioral sleep care,"Cognitive Behavioral Therapy for Insomnia, often called CBT-I, is a structured treatment for insomnia. Brief Behavioral Treatment for Insomnia, or BBTI, is a shorter behavioral approach. This app does not provide either treatment. It introduces a few ideas that can help you understand your options and decide whether professional sleep support may be worth exploring. These programs can be good starting points to search for, if you need more help.",20-45 sec,20-45 sec,70,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Edited Education Text -> Audio Transcript
Sleep,23,When sleep deserves professional help,SLP-AUD-023,When sleep deserves professional help,"Some sleep problems deserve more than self-guided education. Consider professional support if sleep problems are persistent, severe, worsening, or affecting safety, mood, work, or health. Suspected sleep apnea, loud snoring with breathing pauses, significant daytime sleepiness, complex medication questions, or ongoing insomnia are reasons to speak with a qualified clinician.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,24,How sleep connects to the bigger picture,SLP-AUD-024,How sleep connects to the bigger picture,"Better sleep can make it easier to think clearly, regulate emotions, practice sound therapy, use mindfulness, and communicate well. The strategies in this section mirror the rest of the app: notice patterns, check thoughts, make small behavioral changes, and avoid judging yourself for difficult nights. Sleep is part of resilience.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,25,FAQ: Should I stay in bed and force sleep?,SLP-AUD-025,FAQ: Should I stay in bed and force sleep?,"Usually, forcing sleep makes things harder. Lying awake for long stretches can teach the brain that bed is a place for wakefulness and frustration. A calmer approach is to reduce the struggle, do something quiet if needed, and return when sleepiness comes back.",20-45 sec,<20 sec,43,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,26,FAQ: Why am I still awake if I already use sleep hygiene?,SLP-AUD-026,FAQ: Why am I still awake if I already use sleep hygiene?,"Sleep hygiene is useful, but it is not always enough. If the main problem is worry, clock-checking, long periods awake in bed, or fear of tinnitus at night, then thought patterns and bedtime behaviors may need attention too.",20-45 sec,<20 sec,38,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,27,FAQ: Can I use TV or my phone to mask tinnitus?,SLP-AUD-027,FAQ: Can I use TV or my phone to mask tinnitus?,"TV or phone audio may feel helpful at first, but it can also be stimulating, bright, varied, or attention-grabbing. If you use sound at night, aim for soft, steady, neutral sound that supports rest rather than pulling your attention back into the screen or the story.",20-45 sec,<20 sec,46,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,28,Practice: Challenge a negative sleep thought,SLP-AUD-028,Practice: Challenge a negative sleep thought,"Your thoughts about sleep can shape the experience of trying to rest. In this exercise, you write down a distressing sleep thought, identify the pattern, look at evidence for and against it, and create a more balanced statement. The goal is not to make the night perfect. The goal is to lower the alarm around sleep.",45-75 sec,20-45 sec,56,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,29,Practice: Build a bedtime sound plan,SLP-AUD-029,Practice: Build a bedtime sound plan,"A bedtime sound plan helps you decide what sound you will use, where it will come from, how comfortable the volume should be, and what you will do if it is not helping. A plan reduces last-minute problem-solving, which can be especially useful when tinnitus feels louder at night.",20-45 sec,20-45 sec,49,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,30,Practice: Stimulus control plan,SLP-AUD-030,Practice: Stimulus control plan,"The workbook includes a stimulus control plan: notice whether you lie awake in bed, create a calm plan for what to do if you are awake for a while, return when sleepy, and stay consistent. In the app, this should be handled carefully as education and planning, not as a full insomnia treatment protocol.",20-45 sec,20-45 sec,54,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
Sleep,31,Main points,SLP-AUD-031,Main points,"Tinnitus can magnify insomnia, and poor sleep can make tinnitus distress harder to manage. Negative sleep thoughts can raise bedtime anxiety. Gentle sound, balanced thinking, consistent routines, and careful behavior changes can help break the cycle. Sleep strategies work best when they support rest without turning sleep into another performance test.",20-45 sec,20-45 sec,51,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,32,Your sleep support plan,SLP-AUD-032,Your sleep support plan,"Before you move on, choose one small way to support sleep this week. You might use a low-level sound, write a more balanced sleep thought, start a gentler wind-down, or talk with a clinician about a sleep concern. Keep the step small enough to actually try.",20-45 sec,<20 sec,46,Manual next; stop at end. Autoplay optional in settings and default off.,Expanded,Current Education Text -> Audio Transcript
Sleep,33,Sleep scope and safety,SLP-AUD-033,Sleep scope and safety,"This section provides sleep education, not diagnosis or treatment. If sleep problems are persistent, severe, worsening, or connected to symptoms such as breathing pauses, heavy snoring, major daytime sleepiness, unsafe thoughts, or major mood changes, seek professional support. Do not stop or change prescribed sleep medication based on this app.",20-45 sec,20-45 sec,50,Manual next; stop at end. Autoplay optional in settings and default off.,Collapsed,Current Education Text -> Audio Transcript
First Launch + Library,1,Welcome to MPTinnitus,APP-FL-001,Welcome to MPTinnitus,This app works best when you begin with About Tinnitus. That section explains why tinnitus management is bigger than sound alone and how the rest of the app is organized. You can also explore freely and return to the beginning whenever you want.,20-30 sec,<20 sec,43,Manual next; stop at end. Autoplay optional in settings and default off.,Modal / first launch,Current Education Text -> Audio Transcript
